Frequency [Hz],Gain,phase [rad]
103397500.0,780.7026437493506,1.004467691569476
103897000.0,785.7443871172558,0.9646483774951045
104396500.0,790.7539501521353,0.9252013265188475
104896000.0,795.6343477097897,0.8872484658197187
105395500.0,800.514745267444,0.8492956051205902
105895000.0,805.3018896226292,0.8128485026465514
106394500.0,810.0730086474196,0.776660160970137
106894000.0,814.8120008128176,0.741307563435108
107393500.0,819.519785387617,0.7067667962969134
107893000.0,824.2231104913795,0.6724709896016496
108392500.0,828.9032241868882,0.6394501944043723
108892000.0,833.5833378823972,0.6064293992070966
109391500.0,838.2587883351455,0.5745391877683539
109891000.0,842.9331807171537,0.5429055011676689
110390500.0,847.6076732580331,0.5118603980306848
110890000.0,852.2822792125328,0.4814817698723411
111389500.0,856.9555669510773,0.4512419954635783
111889000.0,861.619444614424,0.421993427556425
112388500.0,866.2833222777704,0.39274485964927003
112888000.0,870.9178276540862,0.3642870054593588
113387500.0,875.5438922829688,0.3360563795670602
113887000.0,880.1360518269083,0.3082235199538723
114386500.0,884.6833920400833,0.2809164699194065
114886000.0,889.2197579227466,0.2536813546380992
115385500.0,893.6373542757917,0.22722475215874435
115885000.0,898.0549506288368,0.20076814967938766
116384500.0,902.3351373586264,0.17490262824436134
116884000.0,906.5666649707266,0.14924641880232994
117383500.0,910.7031450876273,0.12389373010329457
117883000.0,914.6924470678288,0.09901103398334016
118382500.0,918.6682059391849,0.07416390468058202
118882000.0,922.3649767683286,0.050049451812079364
119381500.0,926.0617475974725,0.025934998943576697
119881000.0,929.5263612787846,0.002367772518733481
120380500.0,932.8915738653494,-0.020965151804785483
120880000.0,936.1312295708507,-0.04401158346637452
121379500.0,939.1418659759804,-0.06653544441387056
121879000.0,942.1496359670407,-0.08905253415910813
122378500.0,944.8023289152349,-0.11073084122446582
122878000.0,947.4550218634289,-0.13240914828982173
123377500.0,949.8830353354347,-0.15350166672216353
123877000.0,952.1962881373719,-0.17429497893779405
124376500.0,954.4152609610969,-0.19479743446806225
124876000.0,956.429985400961,-0.21466977733765397
125375500.0,958.4447098408252,-0.23454212020724569
125875000.0,960.2300705646921,-0.25349614141656346
126374500.0,962.0082692215564,-0.27242148729145427
126874000.0,963.6887647554815,-0.2907500504368427
127373500.0,965.3102933965895,-0.30871843652558034
127873000.0,966.9140479972183,-0.3264243869413436
128372499.99999999,968.4715323950842,-0.34344715269715337
128872000.0,970.0290167929501,-0.3604699184529649
129371499.99999999,971.61879169836,-0.37664581281932596
129871000.0,973.2109437126005,-0.39275936361752484
130370499.99999999,974.8801373216191,-0.4083776871801929
130870000.0,976.6039089223219,-0.42364518067476764
131369499.99999999,978.3799390641685,-0.43873156050492795
131869000.0,980.3221469937545,-0.4532420140382095
132368499.99999999,982.2643549233403,-0.46775246757149125
132868000.0,984.4628971486013,-0.48168604661709175
133367499.99999999,986.6921075566177,-0.49555060761667086
133867000.0,989.1020221101372,-0.5091312145947113
134366500.0,991.661559034819,-0.5224767086820878
134866000.0,994.2900943471909,-0.5357447992637208
135365500.0,997.1929906208252,-0.5487051072876484
135865000.0,1000.0958868944597,-0.5616654153115764
136364500.0,1003.2754429207112,-0.5744085043638605
136864000.0,1006.5019727925477,-0.5871147119748232
137363500.0,1009.866686742434,-0.599751875938805
137863000.0,1013.3648268335959,-0.6123223735579653
138362500.0,1016.8939822546974,-0.6248865624939159
138862000.0,1020.5827950511524,-0.6374182762698477
139361500.0,1024.2716078476076,-0.6499499900457777
139861000.0,1028.0312822649753,-0.6625061947318768
140360500.0,1031.806875029915,-0.6750679010536332
140860000.0,1035.5673437566945,-0.6876609340011561
141359500.0,1039.3107898958417,-0.7002892260657627
141859000.0,1043.034710670265,-0.7129261942384714
142358500.0,1046.621168162657,-0.7256242443070486
142858000.0,1050.2076256550495,-0.738322294375624
143357500.0,1053.57754185695,-0.751052140108571
