!CSV A.01.01
!Keysight Technologies,P5024A,MY58100101,A.13.90.09
!Date: Friday, January 24, 2020 13:32:46
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG),S12(REAL),S12(IMAG),S21(REAL),S21(IMAG),S22(REAL),S22(IMAG)
131390000,0.079810373,-0.1022118,0.00032608202,-0.0027704702,-23.485954,69.299438,0.053638577,-0.026018087
132385000,0.066174239,-0.10129416,-0.0015066189,-0.0013477652,-14.303967,72.002296,-0.079741038,-0.047987647
133380000,0.0541359,-0.11657374,0.0053445632,-0.00062146108,-3.7298963,73.202232,-0.092323102,0.059095044
134375000,0.050107051,-0.12181065,0.0015924944,0.0050406805,6.5299029,73.637558,-0.034309357,-0.012587622
135370000,0.047062408,-0.11877944,-0.0019665703,-0.00032332839,16.481131,73.187843,-0.02899815,0.0020757825
136365000,0.017368089,-0.12807339,-0.0024245677,0.0053043012,25.92687,68.744202,-0.0090102069,0.11873348
137360000,0.011058191,-0.12516043,-0.0032114275,-0.0024875889,34.530865,65.887825,-0.12215596,-0.054157384
138355000,-0.001746589,-0.13382584,-0.0026420676,-0.00021284509,43.430386,60.100319,-0.025064766,0.0052620783
139350000,-0.012234042,-0.12715016,0.00011799801,-0.0022581059,51.737953,54.454712,-0.0057241186,-0.072826616
140345000,-0.029079214,-0.12675215,-0.00086568011,0.0010415384,58.323193,47.010872,-0.046986997,-0.037945908
141340000,-0.051565059,-0.12595084,0.0044711195,-0.00040972303,64.368286,38.002728,-0.0031686933,-0.0027052499
142335000,-0.05703488,-0.11356782,0.0020179662,-0.0016203154,68.444519,30.44232,0.1563361,0.022682872
143330000,-0.057934262,-0.1227574,0.0020139609,-0.0036256649,73.151627,20.050085,-0.062674701,0.028808756
144325000,-0.07797835,-0.10126986,0.0041842358,-0.0034389929,75.213921,11.157527,0.022152811,0.050560325
145320000,-0.093297578,-0.096279763,0.0032856942,-0.0034387712,75.430908,1.3733116,0.072898261,-0.018822854
146315000,-0.09928789,-0.084232852,0.00028281895,-0.00059532572,75.809418,-8.7896338,-0.011595422,-0.03403597
147310000,-0.10264262,-0.075583026,-0.0026127633,-0.0023230766,73.993721,-18.598644,-0.052894462,0.0037942261
148305000,-0.12135568,-0.066463903,0.0016228702,6.4079206e-005,70.361649,-28.120127,0.022759218,-0.074980885
149300000,-0.12731032,-0.052739032,-0.0011143771,8.7500455e-005,66.726059,-36.951614,0.039741457,0.035092536
150295000,-0.12035143,-0.048998579,-0.0018367158,-0.0018551018,60.832031,-46.11047,0.03435462,0.029104723
151290000,-0.14113222,-0.031234926,0.0020766773,-0.00063826377,54.33102,-52.862057,0.043402791,-0.011388923
152285000,-0.13565801,-0.015223727,-0.0018290941,-0.0016213283,47.524796,-59.698086,-0.032762367,-0.079620473
153280000,-0.13633655,-0.011609477,-0.0018772212,0.0018244808,39.070507,-65.840752,0.10088348,-0.032819185
154275000,-0.13771889,0.016165078,0.00086596841,0.0050111739,30.889521,-70.264519,-0.0041695028,0.013151917
155270000,-0.13733293,0.017854312,-0.00016924441,0.001694673,21.034046,-73.594467,0.11341739,-0.017414423
156265000,-0.13385761,0.031849049,-0.0010233672,-0.0033455614,12.172642,-76.263237,-0.049525063,0.0089745764
157260000,-0.12842971,0.048043407,0.0016002785,-0.0038836275,2.3668959,-76.961662,0.051740725,-0.029035283
